0	0.822866	-47.426021
1	0.251981	-43.385450
2	0.183707	-39.624373
3	0.178546	-36.057885
4	0.183109	-32.674800
5	0.189551	-29.472190
6	0.196678	-26.448002
7	0.204330	-23.600003
8	0.212516	-20.925637
9	0.221280	-18.422010
10	0.230673	-16.085909
11	0.240755	-13.913819
12	0.251590	-11.901949
13	0.263253	-10.046254
14	0.275822	-8.342460
15	0.289383	-6.786087
16	0.304029	-5.372478
17	0.319855	-4.096822
18	0.336959	-2.954177
19	0.355441	-1.939495
20	0.375417	-1.047649
21	0.397073	-0.273465
22	0.420817	0.388223
23	0.447651	0.942481
24	0.479953	1.394104
25	0.522979	1.747339
26	0.587387	2.005460
27	0.692714	2.170311
28	0.869891	2.242363
29	1.155282	2.223045
30	1.561140	2.122687
31	2.024073	1.973340
32	2.405985	1.828683
33	2.603801	1.735600
34	2.620392	1.710718
35	2.513073	1.747405
36	2.332813	1.830582
37	2.113056	1.942844
38	1.883249	2.064833
39	1.676088	2.176288
40	1.521558	2.259397
41	1.439741	2.301767
42	1.440795	2.297180
43	1.527986	2.245267
44	1.696519	2.151833
45	1.927055	2.029976
46	2.181883	1.899868
47	2.413718	1.784873
48	2.581852	1.705591
49	2.657354	1.676572
50	2.616135	1.706268
51	2.441741	1.795309
52	2.150795	1.930614
53	1.812201	2.082604
54	1.516903	2.215180
55	1.327148	2.300736
56	1.266701	2.325105
57	1.342562	2.284150
58	1.556786	2.181661
59	1.890405	2.032761
60	2.274107	1.868895
61	2.595336	1.732723
62	2.758819	1.659922
63	2.727968	1.665908
64	2.518696	1.745338
65	2.193389	1.874331
66	1.851448	2.015774
67	1.587019	2.133100
68	1.452119	2.202507
69	1.461399	2.214502
70	1.608667	2.171226
71	1.861234	2.087272
72	2.138778	1.992247
73	2.323577	1.924400
74	2.328884	1.910545
75	2.163474	1.948581
76	1.922423	2.010094
77	1.719369	2.059272
78	1.631227	2.070034
79	1.691976	2.031115
80	1.903283	1.945525
81	2.225875	1.832281
82	2.561755	1.727895
83	2.771191	1.677794
84	2.732572	1.717056
85	2.412911	1.850159
86	1.921958	2.038682
87	1.452777	2.218950
88	1.128358	2.342600
89	0.967291	2.389609
90	0.954610	2.354941
91	1.096808	2.236702
92	1.435335	2.033735
93	2.018512	1.753317
94	2.837180	1.426499
95	3.830773	1.106458
96	5.053599	0.832145
97	6.780844	0.609716
98	9.475867	0.432848
99	13.799379	0.304121
100	20.394352	0.311098
101	19.633674	2.708943
