0	0.775945	-76.033337
1	0.205060	-71.992766
2	0.147233	-68.158412
3	0.142760	-64.441199
4	0.145010	-60.831980
5	0.148254	-57.329431
6	0.151763	-53.933154
7	0.155450	-50.642847
8	0.159313	-47.458192
9	0.163362	-44.378845
10	0.167610	-41.404432
11	0.172072	-38.534547
12	0.176764	-35.768757
13	0.181701	-33.106595
14	0.186905	-30.547564
15	0.192394	-28.091136
16	0.198194	-25.736750
17	0.204328	-23.483815
18	0.210825	-21.331705
19	0.217716	-19.279761
20	0.225036	-17.327292
21	0.232823	-15.473570
22	0.241120	-13.717832
23	0.249975	-12.059278
24	0.259440	-10.497070
25	0.269573	-9.030329
26	0.280439	-7.658135
27	0.292108	-6.379524
28	0.304659	-5.193487
29	0.318171	-4.098963
30	0.332730	-3.094840
31	0.348418	-2.179949
32	0.365308	-1.353060
33	0.383455	-0.612877
34	0.402885	0.041964
35	0.423613	0.612896
36	0.445708	1.101401
37	0.469533	1.508968
38	0.496333	1.836990
39	0.529513	2.086560
40	0.577151	2.258127
41	0.656412	2.350983
42	0.799932	2.362787
43	1.059988	2.290270
44	1.492352	2.134988
45	2.087175	1.919997
46	2.683041	1.707015
47	3.047162	1.572890
48	3.063501	1.560107
49	2.750984	1.666690
50	2.231374	1.853280
51	1.703442	2.054276
52	1.322483	2.211928
53	1.132625	2.297937
54	1.124195	2.304413
55	1.293570	2.231443
56	1.645438	2.086404
57	2.139532	1.894821
58	2.636581	1.709215
59	2.956344	1.590598
60	2.994539	1.575990
61	2.741897	1.669247
62	2.278244	1.841741
63	1.771200	2.036689
64	1.379528	2.196963
65	1.166254	2.290415
66	1.131958	2.306332
67	1.274672	2.243484
68	1.601324	2.107746
69	2.081438	1.921701
70	2.585571	1.735346
71	2.924424	1.611695
72	2.974211	1.592240
73	2.719709	1.682248
74	2.251245	1.850690
75	1.748212	2.038152
76	1.369769	2.187713
77	1.175079	2.268775
78	1.165013	2.271580
79	1.340540	2.195557
80	1.706591	2.048623
81	2.216514	1.858531
82	2.717128	1.681474
83	3.012917	1.581511
84	2.986782	1.596685
85	2.632945	1.726681
86	2.076676	1.928647
87	1.535530	2.131245
88	1.156414	2.278087
89	0.960520	2.346048
90	0.923817	2.330186
91	1.044600	2.229033
92	1.363107	2.040597
93	1.937800	1.769123
94	2.774241	1.442243
95	3.803752	1.115509
96	5.053188	0.835005
97	6.788764	0.609940
98	9.482674	0.432645
99	13.803941	0.304010
100	20.397953	0.311021
101	19.637275	2.708866
